PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8
-2.562846130774834,-2.244454732337607,1.5531043855823026,-0.4455548675716262,0.7412393700222653,-1.7826796020918128,0.35169773380063446,-0.28465523413858274
-0.7681745444211431,2.1225195548042826,-1.164018421537041,-0.994675863739054,-1.5462250006866674,0.6341029733508728,-1.3267720156761076,-0.03619417863942111
-2.5983036828157418,-1.8994991302316628,-0.9856659651304889,0.25736356368264146,0.403501014876158,0.313865843461268,2.5214244130364274,-0.6329356101234349
2.930249265179897,0.6928011514452382,-0.9446703519406996,0.20441697210073695,0.024976272112512844,-1.5165698681449666,-0.07572926421946281,0.6251468242619048
-2.1533468563393843,-1.4894866503216881,0.06259177613067132,1.0405097150062963,1.3024380385317804,-0.36693341588783285,0.8155933953579185,-0.5804010125466534
-0.1588576307981445,-1.6220376353482615,1.0641884145860359,-1.2974432470149035,0.9366708361002607,-1.0844590230176936,-1.1432116526392575,-0.1318994210838396
-1.6329585905564805,0.1385266509155647,-0.9176998436711993,-0.35236568661695156,0.08350879947853446,-0.9428267563919219,-1.3378339012147498,-0.5066577831194617
-1.652886819219684,-2.0262369883703557,0.19624433840018563,0.5676348186403263,-0.8497128910545606,1.7417732251282094,-0.3250743404651624,0.5292351334604427
0.013564098992221078,-1.9309049556055322,0.44980832730794457,1.2277560699857086,-0.6819948874066021,-1.630746099542827,0.24356040152529043,-0.4095223127245238
2.2455203114063536,-0.860445914341309,-0.31546778623618216,0.08338520175111867,-0.12686784348283078,-1.1134815039509722,-0.9084372228467045,-0.2610639163533105
2.1703041376843806,-0.9067455056012999,0.021408671872657714,-0.7904260610105387,-1.4256881642888386,0.2857157617152177,-0.5857901471684405,-0.5734871826461441
-0.21565475227992176,-1.5033816384939627,-0.5820170032455707,1.9146038318431526,0.03720747706633131,0.47533380977746226,-0.8035267042230131,-1.2311557827451491
-1.1981461003429534,2.084164320189847,0.2544138187882652,0.8184492384917089,1.1754979200632987,0.04438426169262715,0.06887878727257035,0.6423178998840706
-3.091438375869916,-1.6121572566306228,-1.4884734432259887,-0.19003189781386054,0.6145269213944679,0.4882498658604384,2.101962279653982,0.320464943387102
-1.0669240049543565,0.40859687061434075,-0.01908285026968645,-0.568031394184189,0.1741219923800662,-0.8171059617862406,-1.5638534692842965,-0.11569793988027177
0.2366692004926462,-1.9596307942629594,1.9173511192175805,-0.2252420805561956,-0.2330643303753786,-0.6218081317687792,-1.948638263911845,0.01669348682551932
-0.07609287024611124,1.9521069647395863,-1.016443823778211,0.9527010406487257,1.3414657372035297,-0.36744227212672376,0.872246204822222,0.7876247235194995
2.941695188153013,0.7379733977902085,-1.7018800798321403,-0.10097031639656971,1.638279770789607,0.41592212019017655,-0.8860754903348467,0.9326384051115653
-1.6898394957725054,0.25469966857546744,-1.4511289552462694,-0.5527990188117771,0.3610633784654013,1.3046598739463986,0.48172061455413745,-0.30843968365716673
2.9216571932363573,0.44062898356554614,-1.1409980824929151,0.29616779337496957,1.6818888570548012,-0.016460134440493258,0.1034449529947318,-1.3669940923353037
1.4451157659676006,0.6872084194442044,-0.6790633218897631,-0.38825954731672924,-0.38431579036118824,2.178970863051598,-1.2519999607589334,0.1786890415151208
-2.787671607919852,-1.8822096891192805,-1.27855494720207,-0.8139158520400824,-1.1951951434286225,-0.09280970855318287,0.017297144595173508,-0.36920038322929283
3.2092613450481116,1.033872852198285,-1.7841626931707641,-0.10911825883404805,-0.06324279047771855,1.4159483493079796,0.347834606628296,-0.1411877065884377
0.2507691463389603,1.9897846342243994,0.9042798977917703,-0.02101048987595138,0.49445332169337314,0.4860270610830028,2.34990173902082,1.6637895452558138
2.863110323853978,0.12060449145086921,3.3864136800023275,1.775553710865469,-1.3967780516736412,-1.1303770553302883,-0.47042001283680707,-0.9492364369312943
1.7187881988751126,0.4333429651455443,-1.4174506789436552,-1.2322246217924897,-0.5609628314884904,-0.5037884176371511,0.9390122531943573,0.3998035047518295
2.2573829905910268,-1.7440092346313019,2.7579346692292783,-1.4457499294466774,-0.9329900438862476,0.35297008672245705,-0.7458591913588742,-0.9710456072927516
3.285344515509682,0.9873922996190951,-2.037192514322608,-0.301322491790108,-0.370345193486104,-0.38173375626590156,-2.4834226499409784,0.46834080867208916
-1.1826434111721886,1.6720425864869075,1.1597022701054573,-0.03874951427249686,-0.13864666070766993,1.451919589833302,0.3721121656773196,0.07290074012999594
0.1696833181455311,-0.9870105365521201,-1.2238775442013108,1.9883276101206646,0.42876715089740985,-0.2254677942843747,0.6200816334875017,0.6955938529478577
-0.39341254572790746,1.371662601590416,2.9425416416034316,0.0005565142945599783,0.2955442810018917,-1.61291738917263,0.25355662686033265,-0.16805316903474712
-0.45246032958236015,2.026168051448376,0.04073812721871481,-0.5936768577979255,0.18624538328302329,-0.7906373591846904,-1.5652698584412232,-0.7967312930495586
2.8249557146453657,0.6387774139333272,-1.022276010473732,0.5965571192971134,-0.8008906771371541,-0.7534165525777692,-1.5605689501706868,0.5887878766177754
1.0924828648926537,2.076654767062758,-0.26908639824710634,0.5716653245575066,-0.40702364125305945,1.1437267468372352,1.064869457460716,0.12079612500819237
0.8602770565432564,0.5683373649372573,-0.6937889271886651,0.7580548119096523,1.4435674338526348,-0.24477321439290795,0.5884717726716951,-0.6983881992359624
1.8563791284895286,2.164832611447415,-1.520075610485535,0.8834449326890172,-0.9716450707291621,1.5898984056040417,0.14272317007808033,-0.10590903056589643
-2.659676174045941,-1.1199760972387327,-1.9621608669521207,0.4178343840623396,0.16468652770989414,-1.9555993731428771,0.738094597054447,-0.4406467759218473
-0.8649911056907732,-1.6559811237252413,-0.3435515852986573,0.9860967118392432,-1.0308333361897208,1.5599340610105872,0.10674970382036499,-0.49559670347023116
-0.06575929911913908,-1.0965325326725492,0.42119462681726966,-0.19479009602018624,0.6010927581038461,0.5713228288572865,2.061921848926495,0.13431731062556707
0.416548364721653,1.6746129102850855,1.8834708151190396,0.3662533463454923,-2.2344196273535952,0.09006580392719732,0.04573911705155495,0.9362404550358285
